İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Takas,Yapı Durumu,Site İçerisinde,Banyo Sayısı,Balkon Sayısı,İpotek Durumu,Kira Getirisi,Fiyat Durumu, İlan Oluşturma Tarihi,Türü,Tipi,WC Metrekare,Aidat,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Balkon Metrekare,Banyo Metrekare,Yatırıma Uygunluk,Tapu Durumu,Eşya Durumu,Balkon Durumu,Balkon Tipi,Görüntülü Gezilebilir Mi?,WC Sayısı,Konum,Fiyat
14185052,25 Kasım 2023,Satılık,110 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,,İkinci El,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,120 M2,21 Ve Üzeri,5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var ,,,, Osmangazi,2250000
14184928,30 Ekim 2023,Satılık,100 M2,2+1,,Kombi Doğalgaz,Krediye Uygun Değil,Betonarme,Yok,İkinci El,Hayır,1,2,Yok,35000 TL,Genel Fiyat,30 Ekim 2023,Konut,Bina,,,110 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Yatırıma Uygun,,Boş,Var,Açık Balkon,Hayır ,1, Osmangazi,9000000
14184886,30 Ekim 2023,Satılık,165 M2,3+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Yok,Sıfır,Hayır,2,,Yok,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,205 M2,0 (Yeni),2,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,,,Hayır ,, Mudanya,4800000
14184520,10 Kasım 2023,Satılık,110 M2,3+1,,Kombi Doğalgaz,Krediye Uygun Değil,Betonarme,Var,İkinci El,Hayır,1,3,,,Genel Fiyat,30 Ekim 2023,Konut,Bina,,,135 M2,21 Ve Üzeri,4,Boş,,,Yatırıma Uygun,,Boş,Var,"Açık Balkon, Açık Teras",Hayır ,, Nilüfer,7800000
14184388,21 Kasım 2023,Satılık,149 M2,4+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,175 M2,5-10,6,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Mudanya,4250000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14184364,21 Kasım 2023,Satılık,240 M2,5+1,,Kombi Doğalgaz,KREDIYE UYGUN,Betonarme,Yok,İkinci El,Hayır,2,,,,Genel Fiyat ,30 Ekim 2023,Konut,Villa,3 M2,,280 M2,11-15,2,Mülk Sahibi Oturuyor,,30 M2,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Hayır ,3, Nilüfer,8950000
14184042,23 Kasım 2023,Satılık,175 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Evet,2 ,,,15000 TL,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,450 TL,200 M2,5-10,5,Boş,,,,,,,,,, Nilüfer,3450000
14183426,25 Kasım 2023,Satılık,50 M2,1+1,Yüksek Giriş,Doğalgaz Sobalı,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,,Yok,2500 TL,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,50 TL,55 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Yatırıma Uygun,Kat İrtifakı,Boş,Var,,Hayır ,1, Yıldırım,738000
14183139,30 Ekim 2023,Satılık,120 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,130 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,,,,,,,, Mustafakemalpaşa,975000
14182961,23 Kasım 2023,Satılık,85 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,90 M2,0 (Yeni),4,Boş,,,,,,Var ,,,, Yenişehir,2200000
14182955,30 Ekim 2023,Satılık,90 M2,3+1,Müstakil,Kombi Doğalgaz,Bilinmiyor,,,İkinci El,Hayır,1,1,Yok,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,194 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,Boş,Var,Açık Balkon,,1 , Osmangazi,4000000
14182412,30 Ekim 2023,Satılık,70 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,5,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Yıldırım,1275000
14182177,24 Kasım 2023,Satılık,90 M2,2+1,3.Kat,Sobalı,Krediye Uygun,,Yok,İkinci El,Hayır,1,1,Yok,5000 TL,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,95 M2,21 Ve Üzeri,3,Boş,,,,,Boş,Var,Açık Balkon ,,, Mustafakemalpaşa,6550003
14182110,30 Ekim 2023,Satılık,40 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,68 M2,0 (Yeni),5,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1925000
14181620,30 Ekim 2023,Satılık,230 M2,4+1,,Kombi Doğalgaz,KREDIYE UYGUN,,Var,,Hayır,2 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Müstakil Ev,,,250 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Osmangazi,7500000
14181518,01 Kasım 2023,Satılık,80 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,90 M2,0 (Yeni),3,Boş,,,Bilinmiyor,,Boş,,,,, İnegöl,1650000
14181517,01 Kasım 2023,Satılık,72 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Var,,Hayır,1 ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,100 M2,0 (Yeni),3,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, İnegöl,2250000
14181367,30 Ekim 2023,Satılık,81 M2,1 Oda,,Sobalı,KREDIYE UYGUN,,Yok,,Hayır,Yok ,,,,Genel Fiyat ,30 Ekim 2023,Konut,Bina,,,82 M2,21 Ve Üzeri,3,Boş,,,Bilinmiyor,,,,,,, Osmangazi,720000
14180887,03 Kasım 2023,Satılık,116 M2,1 Oda,,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,Yok ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Bina,,,117 M2,21 Ve Üzeri,4,Boş,,,Bilinmiyor,,,,,,, Osmangazi,4100000
14180409,03 Kasım 2023,Satılık,80 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,1 ,,18000 TL,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,85 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,,,,Var,,,, Mudanya,2750000
14180290,29 Ekim 2023,Satılık,125 M2,3+1,Bahçe Katı,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,145 M2,1,5,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,2850000
14180289,29 Ekim 2023,Satılık,120 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,140 M2,11-15,5,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,2250000
14180278,29 Ekim 2023,Satılık,130 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,160 M2,4,7,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,2850000
14180046,29 Ekim 2023,Satılık,220 M2,3+1,,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Evet,2 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Villa,,,250 M2,16-20,3,Boş,,,Bilinmiyor,,,,,,, Osmangazi,5250000
14180004,29 Ekim 2023,Satılık,77 M2,2+1,4.Kat,Kombi Doğalgaz,Bilinmiyor,Betonarme,Yok,İkinci El,Hayır,1,1,Yok,,Birim Fiyat ,29 Ekim 2023,Konut,Daire,,,85 M2,21 Ve Üzeri,4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,Var,,Hayır ,1, Gemlik,1200000
14179574,25 Kasım 2023,Satılık,85 M2,2+1,,Sobalı,Bilinmiyor,Betonarme,Yok,İkinci El,Hayır,1,,Yok,8000 TL,Genel Fiyat ,29 Ekim 2023,Konut,Müstakil Ev,,50 TL,95 M2,21 Ve Üzeri,2,Boş,,,Yatırıma Uygun,Müstakil Tapulu,Boş,,,Evet ,1, Yıldırım,1350000
14179191,02 Kasım 2023,Satılık,140 M2,3+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,170 M2,0 (Yeni),5,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,3355000
14178784,22 Kasım 2023,Satılık,110 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,1,,7000 TL,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,112 M2,21 Ve Üzeri,4,Boş,,,,,,Var,Açık Balkon ,,, Mustafakemalpaşa,1050000
14178226,29 Ekim 2023,Satılık,85 M2,2+1,Düz Giriş (Zemin),Sobalı,Bilinmiyor,,Yok,,Hayır,1,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,100 M2,21 Ve Üzeri,5,Boş,,,,,Boş,Yok,,,1 , Orhangazi,900000
14178158,29 Ekim 2023,Satılık,75 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,90 M2,5-10,4,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,1689000
14178154,29 Ekim 2023,Satılık,75 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,95 M2,21 Ve Üzeri,3,Boş,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Mudanya,1550000
14178066,29 Ekim 2023,Satılık,70 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,80 M2,0 (Yeni),5,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Mudanya,2500000
14178048,29 Ekim 2023,Satılık,120 M2,3+1,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,130 M2,0 (Yeni),7,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Yıldırım,2650000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14178047,29 Ekim 2023,Satılık,120 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,135 M2,0 (Yeni),8,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Yıldırım,2850000
14177511,20 Kasım 2023,Satılık,95 M2,2+1,Bahçe Katı,Doğalgaz Sobalı,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,110 M2,16-20,1,Boş,,,Bilinmiyor,Müstakil Tapulu,Boş,,,,, Yıldırım,1750000
14177426,29 Ekim 2023,Satılık,100 M2,3+1,,Kombi Doğalgaz,KREDIYE UYGUN,,Var,,Hayır,1 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Müstakil Ev,,,155 M2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,3250000
14177351,29 Ekim 2023,Satılık,170 M2,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,200 M2,1,4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Karacabey,2100000
14177330,29 Ekim 2023,Satılık,70 M2,2+1,2.Kat,Isıtma Yok,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,80 M2,16-20,4,Boş,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Gemlik,1375000
14177256,29 Ekim 2023,Satılık,95 M2,3+1,1.Kat,Isıtma Yok,Krediye Uygun Değil,,Yok,,Hayır,1,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,127 M2,0 (Yeni),1,Boş,,,,Hisseli Tapu,Boş,Yok,,,1 , Osmangazi,1900000
14177117,29 Ekim 2023,Satılık,124 M2,3+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,151 M2,2,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,3550000
14177116,29 Ekim 2023,Satılık,100 M2,3+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,29 Ekim 2023,Konut,Daire,,,120 M2,4,4,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Nilüfer,2385000
14177098,29 Ekim 2023,Satılık,130 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,150 M2,0 (Yeni),2,Boş,,,Bilinmiyor,,Boş,,,,, Osmangazi,2675000
14177097,29 Ekim 2023,Satılık,130 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,160 M2,4,5,Boş,,,Bilinmiyor,,Boş,,,,, Osmangazi,4150000
14177083,29 Ekim 2023,Satılık,60 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,68 M2,11-15,5,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,1370000
14177040,29 Ekim 2023,Satılık,60 M2,2+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,75 M2,5-10,4,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1364000
14177039,29 Ekim 2023,Satılık,135 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,166 M2,1,5,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,4000000
14177038,29 Ekim 2023,Satılık,70 M2,2+1,3.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,100 M2,0 (Yeni),5,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,2050000
14176972,28 Ekim 2023,Satılık,120 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Evet,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,135 M2,5-10,4,Boş,,,Bilinmiyor,,Boş,,,,, Kestel,2550000
14176856,28 Ekim 2023,Satılık,127 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Hayır,1,,Yok,12000 TL,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,177 M2,5-10,3,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Hayır ,1, Osmangazi,2250000
14176828,28 Ekim 2023,Satılık,80 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,Yok,,Evet,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,90 M2,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Gemlik,2300000
14176808,03 Kasım 2023,Satılık,20 M2,1 Oda,,Sobalı,Bilinmiyor,,,,Hayır,Yok ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Prefabrik,,,21 M2,2,1,Boş,,,,,,,,,, İznik,39990
14176780,28 Ekim 2023,Satılık,75 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1 ,,,10000 TL,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,80 TL,85 M2,5-10,4,Mülk Sahibi Oturuyor,,,,,,,,,, Osmangazi,1600000
14176726,28 Ekim 2023,Satılık,100 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,1,,13000 TL,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,100 TL,136 M2,0 (Yeni),4,Boş,,,,,,Var,Açık Balkon ,,, Osmangazi,2150000
14176649,28 Ekim 2023,Satılık,140 M2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun Değil,,Var,,Evet,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,160 M2,3,6,Boş,,,Bilinmiyor,,Eşyalı,,,,, Osmangazi,3500000
14176648,28 Ekim 2023,Satılık,75 M2,2+1,3.Kat,Doğalgaz Sobalı,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,80 M2,16-20,4,Boş,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Osmangazi,1100000
14176644,28 Ekim 2023,Satılık,138 M2,3+1,13.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,152 M2,0 (Yeni),15,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,5500000
14176643,28 Ekim 2023,Satılık,102 M2,2+1,6.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,221 M2,0 (Yeni),13,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,6100000
14176639,28 Ekim 2023,Satılık,128 M2,3+0,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,140 M2,21 Ve Üzeri,7,Mülk Sahibi Oturuyor,,,Bilinmiyor,,Boş,,,,, Yıldırım,2500000
14176638,28 Ekim 2023,Satılık,200 M2,4+1,Çatı Katı,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,210 M2,0 (Yeni),4,Boş,,,Bilinmiyor,,Boş,,,,, Osmangazi,2750000
14176636,28 Ekim 2023,Satılık,205 M2,4+2,7.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,230 M2,11-15,7,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,4200000
14176634,28 Ekim 2023,Satılık,85 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,95 M2,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Osmangazi,1290000
14184050,06 Kasım 2023,Satılık,95 M2,2+1,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,,Genel Fiyat ,30 Ekim 2023,Konut,Daire,,,105 M2,11-15,3,Mülk Sahibi Oturuyor,,,,,,Var ,,,, Yıldırım,975000
14176632,28 Ekim 2023,Satılık,117 M2,1 Oda,,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Hayır,Yok ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Bina,,,118 M2,21 Ve Üzeri,3,Boş,,,Bilinmiyor,,,,,,, Gemlik,3000000
14176631,28 Ekim 2023,Satılık,130 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,155 M2,0 (Yeni),6,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,2900000
14176362,21 Kasım 2023,Satılık,90 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,,İkinci El,Hayır,1,,,7500 TL,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,102 M2,2,3,Kiracı Oturuyor,,,Yatırıma Uygun,,,Yok,,Evet ,1, İnegöl,1500000
14176074,28 Ekim 2023,Satılık,160 M2,5+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,190 M2,0 (Yeni),3,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, İnegöl,2540000
14175677,28 Ekim 2023,Satılık,285 M2,4+1,,Kombi Doğalgaz,KREDIYE UYGUN,,Yok,,Hayır,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Villa,,,300 M2,11-15,4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,7500000
14175670,28 Ekim 2023,Satılık,120 M2,3+1,5.Kat,Yerden Isıtma,Krediye Uygun,,Var,,Hayır,2 ,,,,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,,135 M2,3,6,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Mudanya,4050000
14175453,28 Ekim 2023,Satılık,200 M2,5+1,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Betonarme,Yok,İkinci El,Evet,3,2,Yok,,Genel Fiyat,28 Ekim 2023,Konut,Daire,2 M2,920 TL,240 M2,4,10,Mülk Sahibi Oturuyor,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,"Açık Teras, Kapalı Balkon",Evet ,1, Nilüfer,6150000
14175398,28 Ekim 2023,Satılık,85 M2,2+1,2.Kat,Doğalgaz Sobalı,Krediye Uygun,Betonarme,,İkinci El,Hayır,1,1,,8 TL,Genel Fiyat ,28 Ekim 2023,Konut,Daire,,100 TL,100 M2,21 Ve Üzeri,4,Boş,,,Yatırıma Uygun,,,Var,,,1 , Osmangazi,1100000
14172023,02 Kasım 2023,Satılık,100 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,110 M2,21 Ve Üzeri,4,Kiracı Oturuyor,,,Bilinmiyor,,Boş,,,,, Kestel,1475000
14171915,27 Ekim 2023,Satılık,65 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,70 M2,5-10,5,Kiracı Oturuyor,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Nilüfer,949000
14170816,27 Ekim 2023,Satılık,85 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,1,,,12000 TL,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,100 M2,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,,,Kat İrtifakı,,Yok,,Evet ,1, Yıldırım,1650000
14170700,25 Kasım 2023,Satılık,189 M2,6+2,,Kombi Doğalgaz,KREDIYE UYGUN,Betonarme,Yok,,Hayır,2,3,Yok,,Genel Fiyat,27 Ekim 2023,Konut,Müstakil Ev,,,200 M2,21 Ve Üzeri,2,Boş,40 M2,20 M2,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,Açık Balkon,Hayır ,4, Yıldırım,3500000
14170257,27 Ekim 2023,Satılık,200 M2,4+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Var,İkinci El,Hayır,3,3,Yok,15000 TL,Genel Fiyat,27 Ekim 2023,Konut,Daire,,,240 M2,11-15,5,Boş,,,Yatırıma Uygun,Kat Mülkiyeti,Boş,Var,,Evet ,3, İnegöl,2490000
14170152,27 Ekim 2023,Satılık,55 M2,1+1,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Yok,,Evet,1 ,,,,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,65 M2,5-10,4,Boş,,,Bilinmiyor,Kat İrtifakı,Eşyalı,,,,, Nilüfer,1335000
14170150,27 Ekim 2023,Satılık,55 M2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,1 ,,,,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,65 M2,2,6,Kiracı Oturuyor,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1575000
14170148,27 Ekim 2023,Satılık,55 M2,1+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,60 M2,5-10,4,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1330000
14170146,27 Ekim 2023,Satılık,113 M2,3+1,3.Kat,Yerden Isıtma,Krediye Uygun,,Yok,,Evet,2 ,,,,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,151 M2,0 (Yeni),5,Boş,,,Bilinmiyor,,Boş,,,,, Nilüfer,3200000
14170143,27 Ekim 2023,Satılık,65 M2,1+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Yok,,Hayır,1 ,,,,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,70 M2,5-10,4,Boş,,,Bilinmiyor,,Eşyalı,,,,, Nilüfer,1330000
14170142,27 Ekim 2023,Satılık,60 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Hayır,1 ,,,,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,70 M2,5-10,4,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,1350000
14170136,27 Ekim 2023,Satılık,120 M2,2+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Var,,Evet,2 ,,,,Genel Fiyat ,27 Ekim 2023,Konut,Daire,,,160 M2,5-10,5,Boş,,,Bilinmiyor,Kat İrtifakı,Boş,,,,, Nilüfer,2450000
